nct_id,phase,completion_date,limitations_and_caveats,why_stopped,result_group_id,#AE_probability,#AE_Subjects,#Total_Subjects,time_frame,AEdescription,Treatment,Treatment_description
NCT00746941,Phase 1/Phase 2,11/1/10,"From ongoing analysis, it became clear, based on conditional power calculations, that the study would not reach its primary endpoint, a decrease of JC viral load in CSF with mefloquine treatment; therefore, the study was terminated early.",Primary endpoint not achieved,354079,0.2,1,5,Day 1 to Month 6,"Because participants were primarily patients with HIV/Acquired Immunodeficiency Syndrome (AIDS), SAEs considered to be AIDS-Defining Events (ADEs) were exempt from SAE reporting and were collected on a specific case report form instead of being captured as SAEs. However, any ADE that resulted in death did not qualify for an SAE exemption.",Local Standard of Care; Mefloquine at Week 4,"Participants were randomized to receive local standard of care, which may have included any treatment or procedure that the Investigator would normally use in the treatment of a PML patient at their study site or hospital.Participants who chose to add mefloquine at Week 4 to their standard of care treatment are counted in this treatment arm once mefloquine treatment started."
NCT00748709,Phase 2,NA,"Due to early study termination, only data on the primary efficacy endpoint were summarized, no CIs were produced and efficacy and safety results were presented for the overall population rather than by tumor category.",NA,353538,0.3,6,20,First administration of trial medication until 28 days after last administration of trial medication,NA,Afatinib 50mg,Patients with genetically pre-screened cancers with EGFR and/or HER2 gene amplification or EGFR activating mutations treated with afatinib 50mg once daily.
NCT00751296,Phase 2,4/1/14,"Original study protocol used a starting lenalidomide dose of 10mg OD for 21days of a 28-day cycle, escalating weekly by 5mg to a target of 25mg daily. Toxicities reported with the first two enrolled patients lead to the current protocol amendment.",Seven years of follow-up & final analysis done in Dec 2012.,352821,0.68,17,25,NA,CTCAE Version 3.0 was used for adverse event grading and categorizing,Lenalidiomide,"Lenalidomide target dose of 10 mg PO OD X 3 weeks (days 1-21) followed by 1 week off therapy (days 22-28) on a 28-day cycle.Lenalidomide: Subjects will receive lenalidomide, starting at 2.5 mg daily x 3 weeks (days 1-21) and escalating up to a target dose of 10 mg daily X 3 weeks (days 1-21) followed by 1 week off therapy (days 22-28) on a 28 day cycle. Patients will be treated with lenalidomide until disease progression or 2 cycles past CR. (no maximum of cycles).Dose escalation beyond 10 mg daily to a maximum of 25 mgs daily was permitted for nonresponders."
NCT00752986,Phase 2,9/1/13,NA,NA,352505,0.090909091,1,11,NA,NA,Placebo to Match Vandetanib 100 mg and 300 mg,"placebo to match vandetanib 100 mg orally once-daily plus placebo to match vandetanib 300 mg orally once-daily plus fulvestrant LD (500 mg im. at day 1 and 250 mg at day 14, 28 and thereafter every 28th day +/- 3)."
NCT00752986,Phase 2,9/1/13,NA,NA,352507,0.1875,3,16,NA,NA,Vandetanib at the Dose of 100 mg,"vandetanib at the dose of 100 mg orally once-daily plus placebo to match vandetanib 300 mg orally once-daily plus fulvestrant LD (500 mg im. at day 1 and 250 mg at day 14, 28 and thereafter every 28th day +/- 3)"
NCT00752986,Phase 2,9/1/13,NA,NA,352506,0.166666667,2,12,NA,NA,Vandetanib at the Dose of 300 mg,"vandetanib at the dose of 300 mg orally once-daily plus placebo to match vandetanib 100 mg orally once-daily plus fulvestrant LD (500 mg im. at day 1 and 250 mg at day 14, 28 and thereafter every 28th day +/- 3)"
NCT00754923,Phase 2,4/1/12,"The study was discontinued, after withdrawal from the sponsor due to slow accrual. The discovery of EGFR mutations changed the scope of the trial.",NA,351330,0.090909091,1,11,NA,NA,Treatment: Sorafenib,"Sorafenib will be administered at a dose of 400 mg taken twice daily, continuously on a 28 day cycle.sorafenib: administered orally at 400 mg taken twice daily , continuously on a 28 day cycle as an outpatient."
NCT00758680,Phase 1,3/1/10,NA,NA,349937,0.05,1,20,NA,NA,MK-1006 120 mg Once Daily Outpatient (Panel H),"After a 2-week run-in/wash-off period, participants received single daily doses of 120 mg MK-1006 over a 7-day multiple-dosing period while remaining domiciled in the CRU. Participants were then discharged from the CRU and continued daily dosing of MK-1006 for an additional 21 days as outpatients."
NCT00758680,Phase 1,3/1/10,NA,NA,349935,0.034482759,1,29,NA,NA,Placebo,"After a 2-week run-in/wash-off period, participants received dose-matched placebo to MK-1006 over a multiple-dosing period while remaining domiciled in the CRU."
NCT00764660,Phase 2,7/1/10,NA,"Based on the outcome of a planned interim analysis, the study was stopped early due to   futility.",347012,0.166666667,11,66,Up to 16 weeks,The APT population consisted of all participants who received at least one dose of study drug.,Placebo,Participants received matching placebo tablets by mouth twice daily for 12 weeks.
NCT00764660,Phase 2,7/1/10,NA,"Based on the outcome of a planned interim analysis, the study was stopped early due to   futility.",347013,0.133333333,10,75,Up to 16 weeks,The APT population consisted of all participants who received at least one dose of study drug.,SCH 900435 12 mg,Participants received SCH 900435 12 mg (as three SCH 900435 4 mg tablets) by mouth twice daily for 12 weeks.
NCT00767000,Phase 2,6/1/10,NA,NA,345994,0.056768559,13,229,Adverse events were collected for the entire study including the 54-week study and 104-week extension,NA,MK-0941 40 mg,MK-0941 40 mg three times daily plus insulin once daily with or without metformin
NCT00767000,Phase 2,6/1/10,NA,NA,345997,0.092436975,11,119,Adverse events were collected for the entire study including the 54-week study and 104-week extension,NA,MK-0941 10 mg,MK-0941 10 mg three times daily plus insulin once daily with or without metformin
NCT00767000,Phase 2,6/1/10,NA,NA,345995,0.094017094,11,117,Adverse events were collected for the entire study including the 54-week study and 104-week extension,NA,MK-0941 30 mg,MK-0941 30 mg three times daily plus insulin once daily with or without metformin
NCT00767000,Phase 2,6/1/10,NA,NA,345993,0.034632035,8,231,Adverse events were collected for the entire study including the 54-week study and 104-week extension,NA,Placebo,Placebo three times daily plus insulin once daily with or without metformin
NCT00767000,Phase 2,6/1/10,NA,NA,345996,0.102564103,12,117,Adverse events were collected for the entire study including the 54-week study and 104-week extension,NA,MK-0941 20 mg,MK-0941 20 mg three times daily plus insulin once daily with or without metformin
NCT00770770,Phase 2,NA,NA,NA,344816,0.666666667,4,6,NA,NA,Fluocinolone Acetonide: 0.5 åµg/Day,Fluocinolone Acetonide: 0.5 åµg/day
NCT00770770,Phase 2,NA,NA,NA,344817,0.571428571,8,14,NA,NA,Fluocinolone Acetonide: 0.2 åµg/Day,Fluocinolone Acetonide: 0.2 åµg/day
NCT00771810,Phase 2,12/1/11,"Feasibility considerations (e.g., slow patient enrollment and lower incidence of Grade 3-4 thrombocytopenia than planned) necessitated early termination of the study after 34 patients had been enrolled.",Insufficient incidence of thrombocytopenia in control population,344168,0.230769231,3,13,February 2009 to May 2011,The assessment types were coded using MedDRA.,TXA127 300 ug/kg,Group 3: combination gemcitabine and platinum-based chemotherapy with concurrent 300 ug/kg/day TXA127
NCT00771810,Phase 2,12/1/11,"Feasibility considerations (e.g., slow patient enrollment and lower incidence of Grade 3-4 thrombocytopenia than planned) necessitated early termination of the study after 34 patients had been enrolled.",Insufficient incidence of thrombocytopenia in control population,344169,0.090909091,1,11,February 2009 to May 2011,The assessment types were coded using MedDRA.,TXA127 100 ug/kg,Group 2: combination gemcitabine and platinum-based chemotherapy with concurrent 100 ug/kg/day TXA127
NCT00771810,Phase 2,12/1/11,"Feasibility considerations (e.g., slow patient enrollment and lower incidence of Grade 3-4 thrombocytopenia than planned) necessitated early termination of the study after 34 patients had been enrolled.",Insufficient incidence of thrombocytopenia in control population,344170,0.3,3,10,February 2009 to May 2011,The assessment types were coded using MedDRA.,Placebo,Group 1: combination gemcitabine and platinum-based chemotherapy with concurrent placebo
NCT00773383,Phase 2,2/1/10,NA,NA,342896,0.352941176,12,34,"From start of treatment until 30 days after last dose (up to 64 weeks) or if the AE was related to study drug, up until the AE resolved",NA,R1507,9 mg/kg once a week (qw) IV administered over 60-90 minutes erlotinib ‰ÛÒ 150 mg Once daily administration (qd) Oral administration(PO)
NCT00778817,Phase 2,3/1/14,"After the treatment of 20 subjects, a protocol defined interim analysis was completed for safety and futility. The trial was permanently halted based on futility concerns.",The trial was permanently halted due to futility concerns.,340706,0.45,9,20,6 months,NA,Chemotherapy and Monoclonal Antibody Therapy,Patients receive mitotane as in arm I and anti-IGF-1R recombinant monoclonal antibody IMC-A12 IV over 1 hour once every 2 weeks in the absence of disease progression or unacceptable toxicity.
NCT00779311,Phase 1,3/1/11,"Early termination due to the MTD determined to be Dose Level 1, leading to a small number of subjects analyzed.",Dose limiting toxicity at the lowest planned dose level.,340539,0.625,5,8,Adverse events were collected beginning on day 1 of study treatment until one month after the end of study treatment.,"Systematic Assessment - subjects were assessed for adverse events on day 1 of each cycle (every other week) by either the research coordinator, treating physician, or other appropriate sub-investigator.",Dose Level (DL) 1 for MTD Determination,"All eligible patients will receive the mFOLFOX6 regimen at full dose followed by IV bevacizumab 5mg/kg on Day 1 of each treatment cycle, and sorafenib 200mg every other day."
NCT00780676,Phase 2,5/1/14,Study terminated according to early stopping rules.,Closed early for futility.,340263,0.1,3,30,Adverse event data collected with each cycle of therapy i.e. every 28 days. Overall collection period June 2009 to July 2012.,"Selumetinib pathway predictor groups (both MEK pathway activity predictor positive and MEK pathway predictor negative) had no patients assigned to treatment, only treated participants (30) included in analysis and adverse event reporting. Adverse event reporting was by treatment population rather than predictive groups.",Dasatinib 100 mg,"Participants with one of 3 predictive gene signatures (dasatinib sensitivity signature, SRC pathway activity signature and dasatinib target index) received Dasatinib 100 mg orally daily."
NCT00786682,Phase 2,10/1/12,NA,"Lack of improved efficacy compared to historical controls, competing studies",337939,0.272727273,3,11,3 years,NA,Docetaxel and Hydroxychloroquine,"Drug: Docetaxel 75 mg/m2 intravenously every 21 days on Day 1 of the treatment cycleDrug: hydroxychloroquine 200 mg twice dailyA cycle is defined as an interval of 21 days."
NCT00787852,Phase 1,12/1/11,NA,for efficacy and safety reasons,337046,0.4,2,5,"Baseline then approximately 30 days post the last dose of drug, which could be up to 2.5 years.",NA,Group 1,"DAY Radiation 1-5 8-12 15-19 22-26 29-33 36-40 43-47 Paclitaxel 1 8 15 22 29 36 43 Carboplatin 1 8 15 22 29 36 43 Dasatinib ----------------------------------------------------------------------Maintenance Dasatinib RT: External radiotherapy, 64.8 Gy, for 35 fx Paclitaxel: 50 mg/m2/week over 1 hour IV infusion days 1, 8, 15, 22, 29, 36, 43 Carboplatin: AUC = 2 IV infusion days 1, 8, 15, 22, 29, 36, 43 Dasatinib Dose Level With chemoradiation Maintenance x 2 years* Dasatinib is to be taken 1x daily 50 mg daily"
NCT00787852,Phase 1,12/1/11,NA,for efficacy and safety reasons,337045,0.8,4,5,"Baseline then approximately 30 days post the last dose of drug, which could be up to 2.5 years.",NA,Group 2,"DAY Radiation 1-5 8-12 15-19 22-26 29-33 36-40 43-47 Paclitaxel 1 8 15 22 29 36 43 Carboplatin 1 8 15 22 29 36 43 Dasatinib ----------------------------------------------------------------------Maintenance Dasatinib RT: External radiotherapy, 64.8 Gy, for 35 fx Paclitaxel: 50 mg/m2/week over 1 hour IV infusion days 1, 8, 15, 22, 29, 36, 43 Carboplatin: AUC = 2 IV infusion days 1, 8, 15, 22, 29, 36, 43 Dasatinib Dose Level With chemoradiation Maintenance x 2 years* Dasatinib is to be taken 1x daily70 mg daily"
NCT00790855,Phase 1/Phase 2,3/1/12,NA,Lack of Response,336170,0.12,3,25,3 years 3 months,NA,Bendamustine,Starting dose 50 mg/m^2 intravenously over 2 hours twice on Days 1-4 of every 4 week study cycle.
NCT00793650,Phase 1/Phase 2,9/1/11,NA,NA,334878,0.1,2,20,NA,NA,Bortezomib After HD melphalanAll,"patients received melphalan (100 mg/m^2/day ÌÑ 2; days‰öÕ3 and ‰öÕ2), for a total dose of 200 mg/m^2. Patients were randomized to receive bortezomib 24 hours after administration of high-dose melphalan in escalating dose cohorts of 1.0, 1.3, and 1.6 mg/m^2"
NCT00793650,Phase 1/Phase 2,9/1/11,NA,NA,334879,0.210526316,4,19,NA,NA,Bortezomib Before HD Melphalan,"All patients received melphalan (100 mg/m^2/day ÌÑ 2; days‰öÕ3 and ‰öÕ2), for a total dose of 200 mg/m^2. Patients were randomized to receive bortezomib 24 hours before administration of high-dose melphalan in escalating dose cohorts of 1.0, 1.3, and 1.6 mg/m^2"
NCT00797667,Phase 2,5/1/09,"Based on a recommendation from the external Data Safety Monitoring Board (DSMB), a decision to terminate the trial was made on 26-Mar-2009.",The study was terminated based on a recommendation of the DSMB following the identification of   two patients with significant elevations in serum transaminases,333014,0.015209125,4,263,up to 14 days after last dose of study drug (up to 12 weeks),"All Patients as Treated, which consisted of all participants who received at least 1 dose of study drug and were included in the treatment arm corresponding to the study treatment actually received. If participants took incorrect or mixed study treatment they were included in treatment arm corresponding to the highest dose they actually received.",MK-0974 140 mg,"Participants receive one telcagepant 140 mg tablet and one 280 mg telcagepant placebo, orally, twice daily for 12 weeks"
NCT00797667,Phase 2,5/1/09,"Based on a recommendation from the external Data Safety Monitoring Board (DSMB), a decision to terminate the trial was made on 26-Mar-2009.",The study was terminated based on a recommendation of the DSMB following the identification of   two patients with significant elevations in serum transaminases,333012,0.0078125,1,128,up to 14 days after last dose of study drug (up to 12 weeks),"All Patients as Treated, which consisted of all participants who received at least 1 dose of study drug and were included in the treatment arm corresponding to the study treatment actually received. If participants took incorrect or mixed study treatment they were included in treatment arm corresponding to the highest dose they actually received.",Placebo,"Participants receive one 140 mg telcagepant placebo and one 280 mg telcagepant placebo, orally, twice daily for 12 weeks"
NCT00797667,Phase 2,5/1/09,"Based on a recommendation from the external Data Safety Monitoring Board (DSMB), a decision to terminate the trial was made on 26-Mar-2009.",The study was terminated based on a recommendation of the DSMB following the identification of   two patients with significant elevations in serum transaminases,333013,0.011320755,3,265,up to 14 days after last dose of study drug (up to 12 weeks),"All Patients as Treated, which consisted of all participants who received at least 1 dose of study drug and were included in the treatment arm corresponding to the study treatment actually received. If participants took incorrect or mixed study treatment they were included in treatment arm corresponding to the highest dose they actually received.",MK-0974 280 mg,"Participants receive one telcagepant 280 mg tablet and one 140 mg telcagepant placebo, orally, twice daily for 12 weeks"
NCT00806585,Phase 2,6/1/10,NA,NA,329836,0.03649635,5,137,76 weeks,All Randomized Participants. Adverse events were reported for Phase A only (24 weeks). Phase B (52 weeks) was not completed.,Placebo,"One placebo tablet daily, orally, for 24 weeks (Phase A). Participant will continue to receive placebo, once daily for 52 weeks (Phase B)"
NCT00806585,Phase 2,6/1/10,NA,NA,329838,0.042553191,6,141,76 weeks,All Randomized Participants. Adverse events were reported for Phase A only (24 weeks). Phase B (52 weeks) was not completed.,MK-0736 8.0 mg,"One MK-0736 8.0 mg tablet, orally, once daily for 24 weeks (Phase A). Participant will continue to receive MK-0736 8.0 mg, once daily for 52 weeks (Phase B)."
NCT00806585,Phase 2,6/1/10,NA,NA,329839,0.052238806,7,134,76 weeks,All Randomized Participants. Adverse events were reported for Phase A only (24 weeks). Phase B (52 weeks) was not completed.,MK-0736 2.0 mg,"One MK-0736 2.0 mg tablet, orally, once daily for 24 weeks (Phase A). Participant will then be switched to MK-0736 8.0 mg, once daily for 52 weeks (Phase B)."
NCT00806585,Phase 2,6/1/10,NA,NA,329840,0.065693431,9,137,76 weeks,All Randomized Participants. Adverse events were reported for Phase A only (24 weeks). Phase B (52 weeks) was not completed.,MK-0736 0.5 mg,"One MK-0736 0.5 mg tablet, orally, once daily for 24 weeks (Phase A). Participant will then be switched to MK-0736 8.0 mg, once daily for an additional 52 weeks (Phase B)."
NCT00808899,Phase 2,7/1/09,"NB2008 was closed because of the publication of a new standard of care for treating high-risk neuroblastoma.At the time of closure, NB2008 had enrolled only 4 patients, which was an insufficient number of patients to answer the primary objective.",Voluntarily closed and terminated by the PI due to lack of feasibility,328890,0.25,1,4,10 months,NA,Temsirolimus With Irinotecan,Participants enrolled in the Temsiolimus and Irinotecan group were high-risk neuroblastoma patients.
NCT00816348,Phase 2,2/1/14,NA,NA,325353,0.066666667,1,15,NA,NA,Omegaven,"All subjects will receive OmegavenOmegaven: Omegavenå¨ will be initiated at a dose of 0.5 gram/kg/day and is infused over 24 hours for 1-2 days, and then advanced to 1 gram/kg/day. Omegavenå¨ will be infused intravenously through either a central or peripheral catheter alone or in conjunction with parenteral nutrition. Omegavenå¨ will continue until weaned from PN. Monotherapy with Omegavenå¨ can continue as an additional source of calories after the dextrose/protein portion of PN is discontinued. Omegaven may be restarted within seven days of discontinuing therapy. After seven days, and meeting inclusion criteria, Omegaven can resume at the initial dose of 0.5 grams/kg/day, advancing to 1 gm/kg/day."
NCT00817531,Phase 2,2/1/11,The study was terminated after internal analysis due to treatment futility. It does not meet the required number of responses to continue the study.,terminated due to futility after interim analysis,325225,0.045454545,1,22,3-4 weeks,"Following the patient's written consent to participate in the study, then to the end of 3-4 week treatment",Dasatinib,Patients took Dasatinib 100mg daily
NCT00818961,Phase 2,3/1/12,NA,terminated early due to meeting end point with fewer patients than anticipated,324656,0.277777778,10,36,NA,NA,Hematopoietic Stem Cell Transplantation,All patients received a hematopoietic Stem Cell Transplantation as part of this clinical trial.
NCT00823979,Phase 2,10/1/12,"The trial was terminated on 12 April, 2012 due to lack of efficacy at the Week 24 analysis. The decision to terminate the trial was not based on any safety concerns.",See termination reason in detailed description.,322863,0.029411765,1,34,NA,"The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one subject and as nonserious in another subject, or one subject may have experienced both a serious and nonserious event during the study.",Etravirine 200 mg,"Etravirine 100 mg 2 tablets equivalent to etravirine 200 mg, orally twice daily up to 96 weeks in combination with 1 optimized NRTI as per individual prescribing information, darunavir 600 mg tablet orally twice daily and ritonavir 100 mg tablet or capsule orally twice daily."
NCT00823979,Phase 2,10/1/12,"The trial was terminated on 12 April, 2012 due to lack of efficacy at the Week 24 analysis. The decision to terminate the trial was not based on any safety concerns.",See termination reason in detailed description.,322864,0.125,4,32,NA,"The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one subject and as nonserious in another subject, or one subject may have experienced both a serious and nonserious event during the study.",Lersivirine 1000 mg,"Lersivirine (UK-453,061) 250 mg 4 tablets equivalent to lersivirine 1000 mg, orally once daily up to 96 weeks in combination with 1 optimized NRTI as per individual prescribing information, darunavir 600 mg tablet orally twice daily and ritonavir 100 mg tablet or capsule orally twice daily."
NCT00823979,Phase 2,10/1/12,"The trial was terminated on 12 April, 2012 due to lack of efficacy at the Week 24 analysis. The decision to terminate the trial was not based on any safety concerns.",See termination reason in detailed description.,322865,0.032258065,1,31,NA,"The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one subject and as nonserious in another subject, or one subject may have experienced both a serious and nonserious event during the study.",Lersivirine 750 mg,"Lersivirine (UK-453,061) 250 milligram (mg) 3 tablets equivalent to lersivirine 750 mg and 1 placebo tablet matched to lersivirine 250 mg tablet, orally once daily up to 96 weeks in combination with 1 optimized nucleoside reverse transcriptase inhibitors (NRTI) as per individual prescribing information, darunavir 600 mg tablet orally twice daily and ritonavir 100 mg tablet or capsule orally twice daily."
NCT00824161,Phase 2,12/1/10,NA,NA,322673,0.346153846,9,26,Patients were monitored for any adverse events from the time of signed Informed Consent Form through 30 days post study medication.,NA,TAS-109,TAS-109 2.0 mg/m^2/day
NCT00825227,Phase 2,2/1/10,This trial was discontinued early after only 10 of 160 planned subjects had been recruited. No efficacy data was analyzed.,NA,322026,0.25,1,4,Study drug was administered during cycle 2 of taxane therapy which lasted 21 or 28 days. This was followed by a 24-week open-label extension period during which they received armodafinil for a total of 28 weeks during which adverse events were collected.,NA,Matching Placebo,"placebotaxane chemotherapy treatment alone or in combination with other agents"
NCT00825227,Phase 2,2/1/10,This trial was discontinued early after only 10 of 160 planned subjects had been recruited. No efficacy data was analyzed.,NA,322027,0.5,3,6,Study drug was administered during cycle 2 of taxane therapy which lasted 21 or 28 days. This was followed by a 24-week open-label extension period during which they received armodafinil for a total of 28 weeks during which adverse events were collected.,NA,150 mg/Day Armodafinil,"150 mg/day armodafiniltaxane chemotherapy treatment alone or in combination with other agents"
NCT00837824,Phase 2,8/1/03,"The trial was terminated early due to inadequate study design, leading to small numbers of subjects analyzed.",The trial was terminated early due to inadequate study design.,317346,0.363636364,4,11,NA,"In the event a single participant has experienced both a serious and a non-serious form of the same adverse event term, the individual has been included in the numerator (number of affected participants) of both adverse event tables.",Fabrazyme 1mg/kg Every 2 Weeks,Fabrazyme 1.0 mg/kg every 2 weeks
NCT00837824,Phase 2,8/1/03,"The trial was terminated early due to inadequate study design, leading to small numbers of subjects analyzed.",The trial was terminated early due to inadequate study design.,317345,0.111111111,1,9,NA,"In the event a single participant has experienced both a serious and a non-serious form of the same adverse event term, the individual has been included in the numerator (number of affected participants) of both adverse event tables.",Fabrazyme 3mg/kg Every 2 Weeks,Fabrazyme 3.0 mg/kg every 2 weeks
NCT00837824,Phase 2,8/1/03,"The trial was terminated early due to inadequate study design, leading to small numbers of subjects analyzed.",The trial was terminated early due to inadequate study design.,317344,0.25,5,20,NA,"In the event a single participant has experienced both a serious and a non-serious form of the same adverse event term, the individual has been included in the numerator (number of affected participants) of both adverse event tables.",Total,NA
NCT00843050,Phase 2,8/1/12,The Sponsor has terminated the study based on interim results. All subjects were off study at the time of termination. There are no major safety or tolerability concerns from this study. The study results published here are preliminary results.,The study was terminated based on interim results and all subjects were off study at that   time. No major safety or tolerability concerns,315872,0.153846154,2,13,NA,NA,P276-00,P276-00: All patients will receive P276-00 185 mg/m2/day as intravenous infusion over 30 minutes in 200 ml of 5% dextrose from day 1 to day 5 in each 21 days cycle for minimum 6 and maximum 12 cycles or until there is progression of disease or unacceptable toxicity
NCT00848107,Phase 2,9/1/11,Interpretation of the change in digital ulcer status was limited by the lack of a control group and the discontinuation of the study prior to subjects completing all scheduled visits.,"The TDE-DU-202 extension study was discontinued after the randomized, placebo-controlled   TDE-DU-201 study did not meet its primary efficacy objective.",313652,0.147826087,17,115,48 months,NA,Oral Treprostinil Diethanolamine,Oral Treprostinil Diethanolamine initiated at 0.25 mg and titrated up to a maximum dose of 16 mg BID or the individual's maximum tolerated dose (MTD).
NCT00850993,Phase 2,5/1/12,"It should be noted that the study was discontinued before enrollment of the full 4.5 mg/kg cohort,and therefore, the stannsoporfin 4.5 mg/kg treatment group included 8 patients and the placebo group included 15 patients.",To redefine study population,312592,0.125,1,8,30 days,NA,Stannsoporfin 4.5 mg/kg,"3 sequential cohorts of approximately 24 subjects will be recruited. Subjects in the first cohort who are randomized to receive active drug treatment will receive a single dose of 1.5 mg/kg by IM injection. Subjects in the second and third cohorts will receive 3.0 and 4.5 mg/kg, respectively."
NCT00850993,Phase 2,5/1/12,"It should be noted that the study was discontinued before enrollment of the full 4.5 mg/kg cohort,and therefore, the stannsoporfin 4.5 mg/kg treatment group included 8 patients and the placebo group included 15 patients.",To redefine study population,312595,0.133333333,2,15,30 days,NA,Placebo,Saline : Normal saline (0.9%) solution
NCT00850993,Phase 2,5/1/12,"It should be noted that the study was discontinued before enrollment of the full 4.5 mg/kg cohort,and therefore, the stannsoporfin 4.5 mg/kg treatment group included 8 patients and the placebo group included 15 patients.",To redefine study population,312593,0.055555556,1,18,30 days,NA,Stannsoporfin 3.0 mg/kg,"3 sequential cohorts of approximately 24 subjects will be recruited. Subjects in the first cohort who are randomized to receive active drug treatment will receive a single dose of 1.5 mg/kg by IM injection. Subjects in the second and third cohorts will receive 3.0 and 4.5 mg/kg, respectively."
NCT00852397,Phase 2,12/1/10,NA,See termination reason in detailed description.,312291,0.156862745,8,51,NA,"The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one subject and as nonserious in another subject, or one subject may have experienced both a serious and nonserious event during the study.",Placebo,Placebo was administered twice a day in addition to the standard therapy (aspirin with or without clopidogrel or ticlopidine) for 24 weeks.
NCT00852397,Phase 2,12/1/10,NA,See termination reason in detailed description.,312290,0.224489796,11,49,NA,"The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one subject and as nonserious in another subject, or one subject may have experienced both a serious and nonserious event during the study.",Apixaban 2.5 mg BID,Apixaban 2.5 mg was administered twice a day in addition to the standard therapy (aspirin with or without clopidogrel or ticlopidine) for 24 weeks.
NCT00852397,Phase 2,12/1/10,NA,See termination reason in detailed description.,312289,0.142857143,7,49,NA,"The same event may appear as both an AE and a SAE. However, what is presented are distinct events. An event may be categorized as serious in one subject and as nonserious in another subject, or one subject may have experienced both a serious and nonserious event during the study.",Apixaban 5.0 mg BID,Apixaban 5.0 mg was administered twice a day in addition to the standard therapy (aspirin with or without clopidogrel or ticlopidine) for 24 weeks.
NCT00853762,Phase 2,2/1/11,Sponsor voluntarily decided to terminate this trial after observing increased MS disease activity in trial 28063 ATAMS.,EMD Serono voluntarily decided to terminate this trial after observing increased MS disease   activity in trial 28063 ATAMS [Please refer to ATAMS],311231,0.058823529,1,17,From the first dose of study drug administration up to Week 24,AEs were collected for Double-blind safety analysis set which included all the subjects who received at least 1 dose of trial medication in the ATAMS extension study.,Atacicept 75 mg (With Loading),"Subjects who received atacicept 75 mg SC as loading dose twice weekly for first 4 weeks, followed by atacicept 75 mg SC for 32 weeks, in 28063 study were continued with atacicept 75 mg SC once weekly up to 5 years or up to early termination of treatment or early termination of the study."
NCT00854581,Phase 1/Phase 2,NA,NA,Investigator Decision,310891,0.230769231,3,13,NA,NA,Induction Therapy,"Zidovudine + Interferon alfa-2bInterferon alfa-2b: Days 3 - 14: Interferon Alpha-2b 5 10 million units IV twice daily.Zidovudine: Days 1-2: (0-48 hours) Zidovudine (AZT) 1.5 grams intravenously (IV) twice daily. Days 3-14: Zidovudine (AZT) 1.5 grams IV twice daily and Interferon Alpha-2b 5 10 million units IV twice daily. Subsequent doses dependent on patient response.NF-kB Inhibition: Blood Sample - Baseline/Pre-Treatment, Induction,"
NCT00854581,Phase 1/Phase 2,NA,NA,Investigator Decision,310890,0.428571429,3,7,NA,NA,Maintenance Therapy,"Zidovudine + Interferon alfa-2b + PEG Interferon alfa-2bPEG-interferon alfa-2b: PEG-IFN-alfa2b 1.5 ug/kg SQ weekly.Interferon alfa-2b: Days 3 - 14: Interferon Alpha-2b 5 10 million units IV twice daily.Valproic Acid: Patients will be started on one capsule (250 mg) with water twice daily.Zidovudine: Days 1-2: (0-48 hours) Zidovudine (AZT) 1.5 grams intravenously (IV) twice daily. Days 3-14: Zidovudine (AZT) 1.5 grams IV twice daily and Interferon Alpha-2b 5 10 million units IV twice daily. Subsequent doses dependent on patient response.Molecular Evaluation/Analysis of Malignant Clones of ATLL: Blood Sample - Baseline/Pre-Treatment, months 3 and 6, End of Month 12, Disease Progession"
NCT00855062,Phase 1/Phase 2,12/1/09,"The estimated sample size was 100; however, due to early termination of the study, the total number of randomized participants was 73.",The Neurologic AIDS Research Consortium Data Safety and Monitoring Board committee recommended   to terminate the study early due to futility on 11/6/2009.,310817,0.027027027,1,37,48 weeks,"The lab assessments were conducted at weeks 0, 12, 24, and 48.",Placebo,Placebo minocycline capsules every 12 hours
NCT00855062,Phase 1/Phase 2,12/1/09,"The estimated sample size was 100; however, due to early termination of the study, the total number of randomized participants was 73.",The Neurologic AIDS Research Consortium Data Safety and Monitoring Board committee recommended   to terminate the study early due to futility on 11/6/2009.,310818,0.055555556,2,36,48 weeks,"The lab assessments were conducted at weeks 0, 12, 24, and 48.",Minocycline,Minocycline 100 mg orally every 12 hours
NCT00862134,Phase 2,5/1/10,NA,Interim analysis indicated low probability of clinically significant result,307913,0.470588235,8,17,NA,NA,Docetaxel,"75 mg/m^2 docetaxel, IV, every 21 days"
NCT00862836,Phase 1/Phase 2,9/1/10,NA,Lack of efficacy,307485,0.214285714,3,14,NA,NA,Vandetanib 100 mg,Once daily oral Vandetanib 100 mg added to standard therapy (pegylated liposomal doxorubicin 50 mg/m2 iv every 4 weeks)
